Türü;Net Metrekare;Brüt Metrekare;Oda Sayısı;Binanın Yaşı;Binanın Kat Sayısı;Isıtma Tipi;Kullanım Durumu;Site İçerisinde;Banyo Sayısı;Fiyat;İl;İlçe;Mahalle
Konut;105 m²;115 m²;2+1;2;5;Kombi Doğalgaz;Boş;Hayır;1;2.149.000;İstanbul;Esenyurt;Örnek Mahallesi
Konut;85 m²;95 m²;2+1;3;4;Kombi Doğalgaz;Boş;Hayır;1;2.975.000;İstanbul;Esenyurt;Güzelyurt Mahallesi
Konut;100 m²;110 m²;2+1;3;5;Kombi Doğalgaz;Boş;Hayır;2;2.649.000;İstanbul;Esenyurt;Üçevler Mahallesi
Konut;115 m²;125 m²;3+1;5-10;4;Doğalgaz Sobalı;Boş;Hayır;1;1.399.000;İstanbul;Esenyurt;Üçevler Mahallesi
Konut;65 m²;75 m²;1+1;1;6;Kombi Doğalgaz;Boş;Evet;1;1.515.000;İstanbul;Esenyurt;Mehterçeşme Mahallesi
Konut;145 m²;155 m²;3+1;0 (Yeni);6;Kombi Doğalgaz;Boş;Hayır;2;4.999.999;İstanbul;Beylikdüzü;Adnan Kahveci Mahallesi
Konut;85 m²;90 m²;1+1;4;20;Kombi Doğalgaz;Boş;Hayır;1;1.899.000;İstanbul;Esenyurt;Akevler Mahallesi
Konut;160 m²;180 m²;3+1;16-20;15;Kombi Doğalgaz;Boş;Hayır;2;6.199.999;İstanbul;Beylikdüzü;Adnan Kahveci Mahallesi
Konut;110 m²;120 m²;2+1;2;6;Kombi Doğalgaz;Boş;Hayır;1;2.600.000;İstanbul;Esenyurt;Talatpaşa Mahallesi
Konut;80 m²;90 m²;2+1;2;4;Kombi Doğalgaz;Boş;Hayır;1;2.200.000;İstanbul;Beylikdüzü;Kavaklı Mahallesi
Konut;105 m²;115 m²;2+1;2;5;Kombi Doğalgaz;Boş;Hayır;1;2.149.000;İstanbul;Esenyurt;Örnek Mahallesi
Konut;85 m²;95 m²;2+1;3;4;Kombi Doğalgaz;Boş;Hayır;1;2.975.000;İstanbul;Esenyurt;Güzelyurt Mahallesi
Konut;100 m²;110 m²;2+1;3;5;Kombi Doğalgaz;Boş;Hayır;2;2.649.000;İstanbul;Esenyurt;Üçevler Mahallesi
Konut;115 m²;125 m²;3+1;5-10;4;Doğalgaz Sobalı;Boş;Hayır;1;1.399.000;İstanbul;Esenyurt;Üçevler Mahallesi
Konut;65 m²;75 m²;1+1;1;6;Kombi Doğalgaz;Boş;Evet;1;1.515.000;İstanbul;Esenyurt;Mehterçeşme Mahallesi
Konut;85 m²;95 m²;2+1;3;4;Kombi Doğalgaz;Boş;Hayır;1;3.000.000;İstanbul;Esenyurt;Güzelyurt Mahallesi
Konut;95 m²;110 m²;2+1;4;4;Kombi Doğalgaz;Boş;Hayır;1;1.800.000;İstanbul;Esenyurt;Yeşilkent Mahallesi
Konut;60 m²;70 m²;1+1;5-10;4;Kombi Doğalgaz;Boş;Hayır;1;1.650.000;İstanbul;Esenyurt;Çınar Mahallesi
Konut;90 m²;100 m²;2+1;5-10;4;Kombi Doğalgaz;Boş;Hayır;1;2.385.000;İstanbul;Esenyurt;Üçevler Mahallesi
Konut;120 m²;135 m²;3+1;16-20;10;Kombi Doğalgaz;Boş;Hayır;1;3.500.000;İstanbul;Avcılar;Ambarlı Mahallesi
Konut;110 m²;120 m²;2+1;5-10;5;Kombi Doğalgaz;Boş;Hayır;1;1.600.000;İstanbul;Esenyurt;Ardıçlı Mahallesi
Konut;105 m²;117 m²;2+1;1;5;Kombi Doğalgaz;Boş;Hayır;2;1.750.000;İstanbul;Esenyurt;Mehmet Akif Ersoy Mahallesi
Konut;90 m²;95 m²;2+1;5-10;4;Kombi Doğalgaz;Boş;Hayır;1;1.999.000;İstanbul;Esenyurt;İnönü Mahallesi
Konut;110 m²;120 m²;2+1;5-10;5;Kombi Doğalgaz;Boş;Hayır;1;2.325.000;İstanbul;Esenyurt;Mehterçeşme Mahallesi
Konut;90 m²;100 m²;2+1;5-10;4;Kombi Doğalgaz;Boş;Hayır;1;2.250.000;İstanbul;Esenyurt;Selahaddin Eyyubi Mahallesi
Konut;200 m²;250 m²;3+2;0 (Yeni);5;Kombi Doğalgaz;Boş;Hayır;2;7.199.999;İstanbul;Beylikdüzü;Kavaklı Mahallesi
Konut;110 m²;120 m²;2+1;2;5;Kombi Doğalgaz;Boş;Hayır;1;2.940.000;İstanbul;Esenyurt;Mehterçeşme Mahallesi
Konut;85 m²;105 m²;3+1;0 (Yeni);5;Kombi Doğalgaz;Boş;Hayır;1;7.250.000;İstanbul;Kartal;Esentepe Mahallesi
Konut;145 m²;160 m²;3+1;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;2;7.689.000;İstanbul;Beylikdüzü;Marmara Mahallesi
Konut;90 m²;100 m²;2+1;4;4;Kombi Doğalgaz;Boş;Hayır;1;1.825.000;İstanbul;Esenyurt;Selahaddin Eyyubi Mahallesi
Konut;65 m²;85 m²;2+1;5-10;14;Merkezi (Pay Ölçer);Boş;Evet;1;6.050.000;İstanbul;Kartal;Soğanlık Yeni Mahallesi
Konut;115 m²;135 m²;2+1;3;4;Kombi Doğalgaz;Boş;Hayır;2;3.459.000;İstanbul;Beylikdüzü;Kavaklı Mahallesi
Konut;90 m²;100 m²;2+1;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;1;4.350.000;İstanbul;Avcılar;Denizköşkler Mahallesi
Konut;135 m²;140 m²;3+1;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;1;3.340.000;İstanbul;Esenyurt;Yunus Emre Mahallesi
Konut;138 m²;155 m²;3+1;2;4;Kombi Doğalgaz;Boş;Hayır;2;4.599.999;İstanbul;Beylikdüzü;Adnan Kahveci Mahallesi
Konut;120 m²;130 m²;3+1;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;2;3.490.000;İstanbul;Esenyurt;Ardıçlı Mahallesi
Konut;90 m²;100 m²;2+1;4;4;Kombi Doğalgaz;Boş;Hayır;1;2.585.000;İstanbul;Esenyurt;Talatpaşa Mahallesi
Konut;100 m²;110 m²;2+1;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;1;3.250.000;İstanbul;Esenyurt;İncirtepe Mahallesi
Konut;75 m²;85 m²;2+1;21 Ve Üzeri;3;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;1;2.500.000;İstanbul;Üsküdar;Mimar Sinan Mahallesi
Konut;100 m²;110 m²;2+1;4;4;Kombi Doğalgaz;Boş;Hayır;1;3.165.000;İstanbul;Esenyurt;Güzelyurt Mahallesi
Konut;90 m²;110 m²;2+1;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;1;4.455.000;İstanbul;Avcılar;Ambarlı Mahallesi
Konut;95 m²;105 m²;2+1;4;4;Kombi Doğalgaz;Boş;Hayır;1;2.850.000;İstanbul;Esenyurt;Yeşilkent Mahallesi
Konut;100 m²;115 m²;2+1;4;4;Kombi Doğalgaz;Boş;Hayır;1;2.825.000;İstanbul;Esenyurt;Yeşilkent Mahallesi
Konut;100 m²;115 m²;2+1;4;6;Kombi Doğalgaz;Boş;Hayır;2;2.935.000;İstanbul;Esenyurt;Mehterçeşme Mahallesi
Konut;60 m²;75 m²;1+1;2;4;Kombi Doğalgaz;Boş;Hayır;1;2.030.000;İstanbul;Esenyurt;Akevler Mahallesi
Konut;90 m²;100 m²;2+1;5-10;4;Kombi Doğalgaz;Boş;Hayır;1;2.365.000;İstanbul;Esenyurt;Sultaniye Mahallesi
Konut;90 m²;100 m²;2+1;4;12;Kombi Doğalgaz;Boş;Hayır;1;2.675.000;İstanbul;Esenyurt;Akevler Mahallesi
Konut;90 m²;100 m²;2+1;0 (Yeni);7;Kombi Doğalgaz;Boş;Hayır;2;3.440.000;İstanbul;Esenyurt;Akevler Mahallesi
Konut;99 m²;125 m²;2+1;2;6;Kombi Doğalgaz;Boş;Hayır;2;4.288.888;İstanbul;Beylikdüzü;Adnan Kahveci Mahallesi
Konut;145 m²;160 m²;3+1;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;2;7.689.000;İstanbul;Beylikdüzü;Marmara Mahallesi
Konut;1 m²;95 m²;3+1;11-15;4;Kombi Doğalgaz;Boş;Hayır;1;2.480.000;İstanbul;Bahçelievler;Yenibosna Merkez Mahallesi
Konut;105 m²;110 m²;2+1;0 (Yeni);5;Kombi Doğalgaz;Boş;Hayır;1;2.250.000;İstanbul;Esenyurt;Cumhuriyet Mahallesi
Konut;125 m²;135 m²;3+1;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;1;4.000.000;İstanbul;Esenyurt;Yeşilkent Mahallesi
Konut;100 m²;110 m²;2+1;4;5;Kombi Doğalgaz;Boş;Hayır;1;1.250.000;İstanbul;Esenyurt;Necip Fazıl Kısakürek Mahallesi
Konut;135 m²;140 m²;3+1;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;1;3.340.000;İstanbul;Esenyurt;Yunus Emre Mahallesi
Konut;138 m²;155 m²;3+1;2;4;Kombi Doğalgaz;Boş;Hayır;2;4.599.999;İstanbul;Beylikdüzü;Adnan Kahveci Mahallesi
Konut;120 m²;130 m²;3+1;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;2;3.490.000;İstanbul;Esenyurt;Ardıçlı Mahallesi
Konut;90 m²;100 m²;2+1;4;4;Kombi Doğalgaz;Boş;Hayır;1;2.585.000;İstanbul;Esenyurt;Talatpaşa Mahallesi
Konut;100 m²;110 m²;2+1;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;1;3.250.000;İstanbul;Esenyurt;İncirtepe Mahallesi
Konut;120 m²;130 m²;3+1;5-10;4;Kombi Doğalgaz;Boş;Hayır;1;2.750.000;İstanbul;Esenyurt;Balıkyolu Mahallesi
Konut;100 m²;110 m²;2+1;4;4;Kombi Doğalgaz;Boş;Hayır;1;3.165.000;İstanbul;Esenyurt;Güzelyurt Mahallesi
Konut;90 m²;110 m²;2+1;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;1;4.455.000;İstanbul;Avcılar;Ambarlı Mahallesi
Konut;95 m²;105 m²;2+1;4;4;Kombi Doğalgaz;Boş;Hayır;1;2.850.000;İstanbul;Esenyurt;Yeşilkent Mahallesi
Konut;100 m²;115 m²;2+1;4;4;Kombi Doğalgaz;Boş;Hayır;1;2.825.000;İstanbul;Esenyurt;Yeşilkent Mahallesi
Konut;100 m²;115 m²;2+1;4;6;Kombi Doğalgaz;Boş;Hayır;2;2.935.000;İstanbul;Esenyurt;Mehterçeşme Mahallesi
Konut;80 m²;95 m²;2+1;4;4;Kombi Doğalgaz;Boş;Hayır;1;2.030.000;İstanbul;Esenyurt;Mehmet Akif Ersoy Mahallesi
Konut;90 m²;100 m²;2+1;5-10;4;Kombi Doğalgaz;Boş;Hayır;1;2.365.000;İstanbul;Esenyurt;Sultaniye Mahallesi
Konut;90 m²;100 m²;2+1;4;12;Kombi Doğalgaz;Boş;Hayır;1;2.675.000;İstanbul;Esenyurt;Akevler Mahallesi
Konut;90 m²;100 m²;2+1;0 (Yeni);7;Kombi Doğalgaz;Boş;Hayır;2;3.440.000;İstanbul;Esenyurt;Akevler Mahallesi
Konut;99 m²;125 m²;2+1;2;6;Kombi Doğalgaz;Boş;Hayır;2;4.288.888;İstanbul;Beylikdüzü;Adnan Kahveci Mahallesi
Konut;90 m²;100 m²;2+1;3;4;Kombi Doğalgaz;Boş;Hayır;1;2.975.000;İstanbul;Esenyurt;Güzelyurt Mahallesi
Konut;80 m²;85 m²;2+1;4;4;Kombi Doğalgaz;Boş;Hayır;1;2.030.000;İstanbul;Esenyurt;Mehmet Akif Ersoy Mahallesi
Konut;60 m²;75 m²;1+1;2;4;Kombi Doğalgaz;Boş;Hayır;1;2.030.000;İstanbul;Esenyurt;Akevler Mahallesi
Konut;100 m²;115 m²;2+1;4;4;Kombi Doğalgaz;Boş;Hayır;1;2.825.000;İstanbul;Esenyurt;Yeşilkent Mahallesi
Konut;100 m²;110 m²;2+1;2;6;Kombi Doğalgaz;Boş;Hayır;1;2.158.000;İstanbul;Esenyurt;Mehmet Akif Ersoy Mahallesi
Konut;90 m²;110 m²;2+1;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;1;4.455.000;İstanbul;Avcılar;Ambarlı Mahallesi
Konut;120 m²;130 m²;3+1;0 (Yeni);5;Kombi Doğalgaz;Boş;Hayır;3;1.900.000;İstanbul;Esenyurt;Mehterçeşme Mahallesi
Konut;60 m²;75 m²;1+1;2;4;Kombi Doğalgaz;Boş;Hayır;1;2.030.000;İstanbul;Esenyurt;Akevler Mahallesi
Konut;80 m²;85 m²;2+1;4;4;Kombi Doğalgaz;Boş;Hayır;1;2.030.000;İstanbul;Esenyurt;Mehmet Akif Ersoy Mahallesi
Konut;120 m²;130 m²;3+1;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;2;3.490.000;İstanbul;Esenyurt;Ardıçlı Mahallesi
Konut;130 m²;140 m²;2+1;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;1;3.340.000;İstanbul;Esenyurt;Yunus Emre Mahallesi
Konut;100 m²;110 m²;2+1;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;1;3.250.000;İstanbul;Esenyurt;İncirtepe Mahallesi
Konut;60 m²;70 m²;1+1;2;5;Kombi Doğalgaz;Boş;Hayır;1;1.650.000;İstanbul;Esenyurt;Pınar Mahallesi
Konut;140 m²;150 m²;3+1;4;10;Kombi Doğalgaz;Boş;Hayır;2;2.849.000;İstanbul;Esenyurt;Yunus Emre Mahallesi
Konut;100 m²;115 m²;2+1;4;6;Kombi Doğalgaz;Boş;Hayır;2;2.935.000;İstanbul;Esenyurt;Mehterçeşme Mahallesi
Konut;100 m²;110 m²;2+1;3;5;Kombi Doğalgaz;Boş;Hayır;1;2.899.999;İstanbul;Esenyurt;Mehterçeşme Mahallesi
Konut;60 m²;70 m²;1+1;5-10;25;Kombi Doğalgaz;Boş;Hayır;1;1.599.999;İstanbul;Esenyurt;Cumhuriyet Mahallesi
Konut;110 m²;120 m²;2+1;3;4;Kombi Doğalgaz;Boş;Hayır;1;2.549.000;İstanbul;Esenyurt;Mehmet Akif Ersoy Mahallesi
Konut;135 m²;145 m²;3+1;2;4;Kombi Doğalgaz;Boş;Hayır;1;1.725.000;İstanbul;Esenyurt;Selahaddin Eyyubi Mahallesi
Konut;110 m²;120 m²;2+1;0 (Yeni);5;Kombi Doğalgaz;Boş;Hayır;2;1.875.000;İstanbul;Esenyurt;Çınar Mahallesi
Konut;80 m²;100 m²;2+1;0 (Yeni);4;Merkezi (Pay Ölçer);Boş;Hayır;2;6.495.000;İstanbul;Kartal;Cumhuriyet Mahallesi
Konut;65 m²;70 m²;2+1;3;3;Kombi Doğalgaz;Boş;Hayır;1;3.850.000;İstanbul;Zeytinburnu;Yeşiltepe Mahallesi
Konut;184 m²;210 m²;3+2;21 Ve Üzeri;4;Yerden Isıtma;Mülk Sahibi Oturuyor;Hayır;2;9.750.000;İstanbul;Maltepe;Küçükyalı Mahallesi
Konut;65 m²;70 m²;2+1;3;3;Kombi Doğalgaz;Boş;Hayır;1;3.850.000;İstanbul;Zeytinburnu;Yeşiltepe Mahallesi
Konut;184 m²;210 m²;3+2;21 Ve Üzeri;4;Yerden Isıtma;Mülk Sahibi Oturuyor;Hayır;2;9.750.000;İstanbul;Maltepe;Küçükyalı Mahallesi
Konut;60 m²;75 m²;2+1;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;1;6.300.000;İstanbul;Maltepe;Altıntepe Mahallesi
Konut;90 m²;110 m²;3+1;21 Ve Üzeri;4;Kombi Doğalgaz;Boş;Hayır;2;7.900.000;İstanbul;Kadıköy;Bostancı Mahallesi
Konut;100 m²;135 m²;3+1;5-10;12;Merkezi (Pay Ölçer);Boş;Hayır;2;26.750.000;İstanbul;Kadıköy;Fenerbahçe Mahallesi
Konut;195 m²;220 m²;4+1;5-10;9;Merkezi (Pay Ölçer);Boş;Evet;2;8.500.000;İstanbul;Esenyurt;Mevlana Mahallesi
Konut;112 m²;199 m²;3+1;0 (Yeni);4;Yerden Isıtma;Boş;Evet;2;9.800.000;İstanbul;Başakşehir;Bahçeşehir 2. Kısım Mahallesi
Konut;145 m²;239 m²;4+1;0 (Yeni);4;Yerden Isıtma;Boş;Evet;2;13.000.000;İstanbul;Başakşehir;Bahçeşehir 2. Kısım Mahallesi
Konut;100 m²;126 m²;2+1;4;23;Merkezi (Pay Ölçer);Boş;Evet;2;5.350.000;İstanbul;Başakşehir;Bahçeşehir 2. Kısım Mahallesi
Konut;148 m²;214 m²;4+1;0 (Yeni);4;Yerden Isıtma;Boş;Evet;2;12.500.000;İstanbul;Başakşehir;Bahçeşehir 2. Kısım Mahallesi
Konut;119 m²;175 m²;3+1;0 (Yeni);4;Yerden Isıtma;Boş;Evet;2;10.800.000;İstanbul;Başakşehir;Bahçeşehir 2. Kısım Mahallesi
Konut;115 m²;137 m²;3+1;5-10;12;Merkezi (Pay Ölçer);Mülk Sahibi Oturuyor;Evet;2;6.250.000;İstanbul;Başakşehir;Bahçeşehir 2. Kısım Mahallesi
Konut;40 m²;55 m²;1+1;4;14;Merkezi (Pay Ölçer);Mülk Sahibi Oturuyor;Hayır;1;8.900.000;İstanbul;Kadıköy;Suadiye Mahallesi
Konut;100 m²;130 m²;3.5+1;5-10;4;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;1;11.000.000;İstanbul;Maltepe;Küçükyalı Mahallesi
Konut;160 m²;190 m²;3+2;0 (Yeni);6;Kombi Doğalgaz;Boş;Hayır;2;4.999.999;İstanbul;Beylikdüzü;Kavaklı Mahallesi
Konut;140 m²;160 m²;3+1;0 (Yeni);5;Kombi Doğalgaz;Boş;Hayır;2;6.599.999;İstanbul;Beylikdüzü;Adnan Kahveci Mahallesi
Konut;90 m²;95 m²;2+1;0 (Yeni);5;Kombi Doğalgaz;Boş;Hayır;1;7.500.000;İstanbul;Zeytinburnu;Gökalp Mahallesi
Konut;100 m²;110 m²;2+1;2;6;Kombi Doğalgaz;Boş;Hayır;1;1.575.000;İstanbul;Esenyurt;Pınar Mahallesi
Konut;1 m²;80 m²;2+1;11-15;4;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;2.900.000;İstanbul;Bahçelievler;Zafer Mahallesi
Konut;98 m²;130 m²;3+1;5-10;8;Kombi Doğalgaz;Boş;Hayır;2;14.850.000;İstanbul;Kadıköy;Kozyatağı Mahallesi
Konut;150 m²;180 m²;4+2;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;2;6.998.000;İstanbul;Beylikdüzü;Kavaklı Mahallesi
Konut;115 m²;120 m²;2+1;3;5;Kombi Doğalgaz;Boş;Hayır;2;1.549.000;İstanbul;Esenyurt;Cumhuriyet Mahallesi
Konut;125 m²;140 m²;3+1;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;2;4.399.000;İstanbul;Beylikdüzü;Adnan Kahveci Mahallesi
Konut;120 m²;140 m²;2+2;0 (Yeni);5;Kombi Doğalgaz;Boş;Hayır;1;7.100.000;İstanbul;Kartal;Yunus Mahallesi
Konut;115 m²;125 m²;2+1;4;4;Doğalgaz Sobalı;Boş;Hayır;1;1.950.000;İstanbul;Esenyurt;Mehmet Akif Ersoy Mahallesi
Konut;90 m²;100 m²;3+1;0 (Yeni);10;Kombi Doğalgaz;Boş;Hayır;1;4.100.000;İstanbul;Tuzla;Şifa Mahallesi
Konut;125 m²;140 m²;3+1;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;2;4.399.000;İstanbul;Beylikdüzü;Adnan Kahveci Mahallesi
Konut;120 m²;140 m²;2+2;0 (Yeni);5;Kombi Doğalgaz;Boş;Hayır;1;7.100.000;İstanbul;Kartal;Yunus Mahallesi
Konut;115 m²;125 m²;2+1;4;4;Doğalgaz Sobalı;Boş;Hayır;1;1.950.000;İstanbul;Esenyurt;Mehmet Akif Ersoy Mahallesi
Konut;90 m²;100 m²;3+1;0 (Yeni);10;Kombi Doğalgaz;Boş;Hayır;1;4.100.000;İstanbul;Tuzla;Şifa Mahallesi
Konut;125 m²;140 m²;3+1;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;2;4.399.000;İstanbul;Beylikdüzü;Adnan Kahveci Mahallesi
Konut;120 m²;140 m²;2+2;0 (Yeni);5;Kombi Doğalgaz;Boş;Hayır;1;7.100.000;İstanbul;Kartal;Yunus Mahallesi
Konut;115 m²;125 m²;2+1;4;4;Doğalgaz Sobalı;Boş;Hayır;1;1.950.000;İstanbul;Esenyurt;Mehmet Akif Ersoy Mahallesi
Konut;90 m²;100 m²;3+1;0 (Yeni);10;Kombi Doğalgaz;Boş;Hayır;1;4.100.000;İstanbul;Tuzla;Şifa Mahallesi
Konut;100 m²;110 m²;2+1;0 (Yeni);5;Doğalgaz Sobalı;Boş;Hayır;1;4.100.000;İstanbul;Esenyurt;Akevler Mahallesi
Konut;126 m²;150 m²;4+1;1;4;Kombi Doğalgaz;Boş;Hayır;2;14.000.000;İstanbul;Maltepe;Küçükyalı Mahallesi
Konut;120 m²;130 m²;2+1;5-10;22;Doğalgaz Sobalı;Boş;Hayır;1;2.250.000;İstanbul;Esenyurt;Cumhuriyet Mahallesi
Konut;105 m²;115 m²;3+1;11-15;14;Merkezi (Pay Ölçer);Boş;Evet;1;4.150.000;İstanbul;Tuzla;Mimar Sinan Mahallesi
Konut;46 m²;60 m²;1+1;11-15;12;Merkezi (Pay Ölçer);Boş;Evet;1;2.780.000;İstanbul;Tuzla;Mimar Sinan Mahallesi
Konut;70 m²;75 m²;2+1;21 Ve Üzeri;4;Doğalgaz Sobalı;Kiracı Oturuyor;Hayır;1;4.200.000;İstanbul;Beyoğlu;Kocatepe Mahallesi
Konut;130 m²;160 m²;3+1;21 Ve Üzeri;5;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;1;10.000.000;İstanbul;Kadıköy;Caferağa Mahallesi
Konut;125 m²;140 m²;3+1;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;2;4.399.000;İstanbul;Beylikdüzü;Adnan Kahveci Mahallesi
Konut;120 m²;140 m²;2+2;0 (Yeni);5;Kombi Doğalgaz;Boş;Hayır;1;7.100.000;İstanbul;Kartal;Yunus Mahallesi
Konut;115 m²;125 m²;2+1;4;4;Doğalgaz Sobalı;Boş;Hayır;1;1.950.000;İstanbul;Esenyurt;Mehmet Akif Ersoy Mahallesi
Konut;90 m²;100 m²;3+1;0 (Yeni);10;Kombi Doğalgaz;Boş;Hayır;1;4.100.000;İstanbul;Tuzla;Şifa Mahallesi
Konut;100 m²;110 m²;2+1;0 (Yeni);5;Doğalgaz Sobalı;Boş;Hayır;1;4.100.000;İstanbul;Esenyurt;Akevler Mahallesi
Konut;126 m²;150 m²;4+1;1;4;Kombi Doğalgaz;Boş;Hayır;2;14.000.000;İstanbul;Maltepe;Küçükyalı Mahallesi
Konut;120 m²;130 m²;2+1;5-10;22;Doğalgaz Sobalı;Boş;Hayır;1;2.250.000;İstanbul;Esenyurt;Cumhuriyet Mahallesi
Konut;105 m²;115 m²;3+1;11-15;14;Merkezi (Pay Ölçer);Boş;Evet;1;4.150.000;İstanbul;Tuzla;Mimar Sinan Mahallesi
Konut;46 m²;60 m²;1+1;11-15;12;Merkezi (Pay Ölçer);Boş;Evet;1;2.780.000;İstanbul;Tuzla;Mimar Sinan Mahallesi
Konut;70 m²;75 m²;2+1;21 Ve Üzeri;4;Doğalgaz Sobalı;Kiracı Oturuyor;Hayır;1;4.200.000;İstanbul;Beyoğlu;Kocatepe Mahallesi
Konut;130 m²;160 m²;3+1;21 Ve Üzeri;5;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;1;10.000.000;İstanbul;Kadıköy;Caferağa Mahallesi
Konut;100 m²;120 m²;5+1;21 Ve Üzeri;5;Merkezi (Pay Ölçer);Kiracı Oturuyor;Hayır;1;15.500.000;İstanbul;Beşiktaş;Gayrettepe Mahallesi
Konut;90 m²;100 m²;2+1;5-10;3;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;1;6.300.000;İstanbul;Beyoğlu;Piri Paşa Mahallesi
Konut;100 m²;110 m²;2+1;2;6;Kombi Doğalgaz;Boş;Hayır;1;2.135.000;İstanbul;Esenyurt;İncirtepe Mahallesi
Konut;50 m²;65 m²;1+1;11-15;12;Merkezi (Pay Ölçer);Boş;Evet;1;2.730.000;İstanbul;Tuzla;Mimar Sinan Mahallesi
Konut;110 m²;125 m²;3+1;21 Ve Üzeri;5;Kombi Doğalgaz;Boş;Hayır;1;2.395.000;İstanbul;Pendik;Çamçeşme Mahallesi
Konut;85 m²;100 m²;3+1;0 (Yeni);6;Kombi Doğalgaz;Boş;Hayır;1;3.995.000;İstanbul;Tuzla;Mimar Sinan Mahallesi
Konut;90 m²;110 m²;2+1;5-10;5;Kombi Doğalgaz;Boş;Hayır;1;6.950.000;İstanbul;Şişli;Paşa Mahallesi
Konut;240 m²;260 m²;5+2;0 (Yeni);6;Kombi Doğalgaz;Boş;Hayır;2;11.500.000;İstanbul;Tuzla;İstasyon Mahallesi
Konut;160 m²;170 m²;3+1;5-10;13;Kombi Doğalgaz;Boş;Hayır;2;3.895.000;İstanbul;Esenyurt;Cumhuriyet Mahallesi
Konut;250 m²;260 m²;4+1;0 (Yeni);12;Kombi Doğalgaz;Boş;Hayır;2;3.699.000;İstanbul;Beylikdüzü;Cumhuriyet Mahallesi
Konut;97 m²;117 m²;3+1;21 Ve Üzeri;10;Merkezi (Pay Ölçer);Kiracı Oturuyor;Evet;1;4.935.000;İstanbul;Kartal;Yakacık Yeni Mahallesi
